user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
344204588,1432306069775298560,2021-08-30T11:35:52Z,Montanerevaluna,@brightcamilo Acabo de ver esto😭😭😭😭me hicieron sonreír muy heavy!!!!!! L@s amo tantoooooo!!! Gracias gracias gracias!!!! 💚💚💚💚,Twitter for iPhone,111,1424006140950728713,424590063,brightcamilo,FALSE,FALSE,166,18,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Montanerevaluna/status/1432306069775298560,Evaluna Montaner,instagram: @evaluna,Jesus at the center of it all. ⚡️,https://t.co/rpsgA3G1of,FALSE,558605,773,393,10030,4670,2011-07-28T18:04:14Z,TRUE,https://t.co/rpsgA3G1of,https://Evaluna.lnk.to/Refugio,NA,https://pbs.twimg.com/profile_banners/344204588/1583855245,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1506788178585427979/QDuXVV1j_normal.jpg
344204588,1417946439091634177,2021-07-21T20:35:49Z,Montanerevaluna,“Aunque No Sea Conmigo” con @Aitanax este viernes 23/7 😻😻😻https://t.co/3osFDlIYx7,Twitter for iPhone,81,NA,NA,NA,FALSE,FALSE,3365,479,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Montanerevaluna/status/1417946439091634177,Evaluna Montaner,instagram: @evaluna,Jesus at the center of it all. ⚡️,https://t.co/rpsgA3G1of,FALSE,558605,773,393,10030,4670,2011-07-28T18:04:14Z,TRUE,https://t.co/rpsgA3G1of,https://Evaluna.lnk.to/Refugio,NA,https://pbs.twimg.com/profile_banners/344204588/1583855245,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1506788178585427979/QDuXVV1j_normal.jpg
344204588,1361856632817213442,2021-02-17T01:54:57Z,Montanerevaluna,¡¡¡MUY emocionada de que llegue #PremioLoNuestro para comenzar la fiesta!!! @CamiloMusica y yo respondimos un par de preguntas backstage con @TMobileLatino — adivina cuáles son nuestras frases típicas 😉 #5GesLoNuestro #ad https://t.co/b7gAQAHhU4,Twitter for iPhone,221,NA,NA,NA,FALSE,FALSE,3136,159,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Montanerevaluna/status/1361856632817213442,Evaluna Montaner,instagram: @evaluna,Jesus at the center of it all. ⚡️,https://t.co/rpsgA3G1of,FALSE,558605,773,393,10030,4670,2011-07-28T18:04:14Z,TRUE,https://t.co/rpsgA3G1of,https://Evaluna.lnk.to/Refugio,NA,https://pbs.twimg.com/profile_banners/344204588/1583855245,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1506788178585427979/QDuXVV1j_normal.jpg
344204588,1360420477550948352,2021-02-13T02:48:11Z,Montanerevaluna,"UNO MÁS UNO 🌻
Ya lo vieron??? https://t.co/uGJmMoU9xO",Twitter for iPhone,53,NA,NA,NA,FALSE,FALSE,3204,131,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Montanerevaluna/status/1360420477550948352,Evaluna Montaner,instagram: @evaluna,Jesus at the center of it all. ⚡️,https://t.co/rpsgA3G1of,FALSE,558605,773,393,10030,4670,2011-07-28T18:04:14Z,TRUE,https://t.co/rpsgA3G1of,https://Evaluna.lnk.to/Refugio,NA,https://pbs.twimg.com/profile_banners/344204588/1583855245,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1506788178585427979/QDuXVV1j_normal.jpg
344204588,1359894737357012993,2021-02-11T15:59:05Z,Montanerevaluna,@medialunax 😭😭😭😭queeee hermosasssss son!!!!! Las amo tanto. Gracias!!!!!,Twitter for iPhone,60,1359642303669932032,1287710241593925634,medialunax,FALSE,FALSE,90,21,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Montanerevaluna/status/1359894737357012993,Evaluna Montaner,instagram: @evaluna,Jesus at the center of it all. ⚡️,https://t.co/rpsgA3G1of,FALSE,558605,773,393,10030,4670,2011-07-28T18:04:14Z,TRUE,https://t.co/rpsgA3G1of,https://Evaluna.lnk.to/Refugio,NA,https://pbs.twimg.com/profile_banners/344204588/1583855245,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1506788178585427979/QDuXVV1j_normal.jpg
344204588,1358911747273469961,2021-02-08T22:53:02Z,Montanerevaluna,"Nos vemos aquí para chatear !! 

https://t.co/uGJmMoU9xO
🌻🌻🌻🌻🌻",Twitter for iPhone,62,NA,NA,NA,FALSE,FALSE,1422,73,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Montanerevaluna/status/1358911747273469961,Evaluna Montaner,instagram: @evaluna,Jesus at the center of it all. ⚡️,https://t.co/rpsgA3G1of,FALSE,558605,773,393,10030,4670,2011-07-28T18:04:14Z,TRUE,https://t.co/rpsgA3G1of,https://Evaluna.lnk.to/Refugio,NA,https://pbs.twimg.com/profile_banners/344204588/1583855245,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1506788178585427979/QDuXVV1j_normal.jpg
344204588,1358794083670650883,2021-02-08T15:05:29Z,Montanerevaluna,"Hoy es un gran día! A las 6pm les comparto un pedazo de mí. Mi nueva canción “Uno Más Uno”
Si quieren escucharla antes que todos: 
https://t.co/CVZVv1wyO1",Twitter for iPhone,154,NA,NA,NA,FALSE,FALSE,1959,144,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Montanerevaluna/status/1358794083670650883,Evaluna Montaner,instagram: @evaluna,Jesus at the center of it all. ⚡️,https://t.co/rpsgA3G1of,FALSE,558605,773,393,10030,4670,2011-07-28T18:04:14Z,TRUE,https://t.co/rpsgA3G1of,https://Evaluna.lnk.to/Refugio,NA,https://pbs.twimg.com/profile_banners/344204588/1583855245,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1506788178585427979/QDuXVV1j_normal.jpg
344204588,1293676026980192261,2020-08-12T22:29:34Z,Montanerevaluna,No se imaginan cuánto nos sana cada mensaje bonito que nos dejan. Estoy profundamente agradecida por la gente que llama cosas lindas a existencia en nuestras vidas. Los amo. ⚡️,Twitter for iPhone,176,NA,NA,NA,FALSE,FALSE,14507,532,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Montanerevaluna/status/1293676026980192261,Evaluna Montaner,instagram: @evaluna,Jesus at the center of it all. ⚡️,https://t.co/rpsgA3G1of,FALSE,558605,773,393,10030,4670,2011-07-28T18:04:14Z,TRUE,https://t.co/rpsgA3G1of,https://Evaluna.lnk.to/Refugio,NA,https://pbs.twimg.com/profile_banners/344204588/1583855245,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1506788178585427979/QDuXVV1j_normal.jpg
344204588,1285035557593198594,2020-07-20T02:15:26Z,Montanerevaluna,Buenas noches! ⚡️,Twitter for iPhone,17,NA,NA,NA,FALSE,FALSE,4984,106,NA,NA,,,,,,,,,,,,,NA,,,es,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Montanerevaluna/status/1285035557593198594,Evaluna Montaner,instagram: @evaluna,Jesus at the center of it all. ⚡️,https://t.co/rpsgA3G1of,FALSE,558605,773,393,10030,4670,2011-07-28T18:04:14Z,TRUE,https://t.co/rpsgA3G1of,https://Evaluna.lnk.to/Refugio,NA,https://pbs.twimg.com/profile_banners/344204588/1583855245,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1506788178585427979/QDuXVV1j_normal.jpg
344204588,1283042911127506945,2020-07-14T14:17:22Z,Montanerevaluna,Tutu con ese tatutuuuu⚡️⚡️,Twitter Web App,26,NA,NA,NA,FALSE,FALSE,10219,900,NA,NA,,,,,,,,,,,,,NA,,,it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Montanerevaluna/status/1283042911127506945,Evaluna Montaner,instagram: @evaluna,Jesus at the center of it all. ⚡️,https://t.co/rpsgA3G1of,FALSE,558605,773,393,10030,4670,2011-07-28T18:04:14Z,TRUE,https://t.co/rpsgA3G1of,https://Evaluna.lnk.to/Refugio,NA,https://pbs.twimg.com/profile_banners/344204588/1583855245,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1506788178585427979/QDuXVV1j_normal.jpg
